1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	edisper_avg	edisper_se	eel_avg	eel_se	vdwaals_avg	vdwaals_se	egb_avg	egb_se	esurf_avg	esurf_se	gb_tot_avg	gb_tot_se	ligname	jan-id	Kd-exp	expt-dg	expt-err	q	N	site
-11.447075619046869	6.306126609117276	-1.5814877190476988	0.7209469182434685	0.6054784714287251	1.974233368096776	-0.8729618095237353	1.221524340449642	-0.3881178952384055	1.799047703669669	0.0	0.0	-41.70892260952215	18.114288785316415	-37.988916404761646	2.564891251888055	66.27174813333316	15.504462160655901	0.0	0.0	-27.11025545238067	3.562089570248452	l11	LDHA23	3.5e-05	-6.07655	0.1	-2	22	Adenine
-7.505698352380989	6.287440618876053	-0.7907645107145491	0.6811143327346618	-0.6995784369048614	1.9350880623946427	-0.4348360053571927	1.0926220051647528	-2.1321294994056874	1.7417017497918212	0.0	0.0	-23.92501541786169	16.896250882056123	-38.808334783928366	2.603651876317016	46.03805964166605	14.273731835825265	0.0	0.0	-28.258297364881912	3.837645927632397	l12	LDHA24	0.00016	-5.17644	0.1	-2	21	Adenine
3.182090380952588	6.267173746118799	0.7601357809521208	0.703027622814588	1.4087636714284957	1.896146034271016	1.8776153904760715	1.311988773487679	0.05660940476123065	1.8374198415560616	0.0	0.0	-360.63044000952215	16.514455523256533	-19.754201704762302	2.7213983420174985	330.3166995333331	13.327239287614741	0.0	0.0	-42.78272755238128	3.9183354199704863	l13	LDHA25	0.0011	-4.03465	0.1	-2	16	Substrate
-14.584401644046807	5.417995796590028	1.1456309976187649	0.6713514412904736	-0.7480709244050345	1.944271887827277	-1.0286954095237633	1.1791247837085328	1.7253752839284964	1.91590691646068	0.0	0.0	-405.77604067619245	16.42981370480158	-49.322932088095214	2.4740214445835766	388.9760394083322	14.099010233399513	0.0	0.0	-79.61309505238052	4.5036645110185765	l14	LDHA26	1.3e-07	-9.39052	0.1	-2	36	Bridging
-23.370343719047693	5.776447264909924	0.09147978095235487	0.7115600563226026	-1.3384740285717245	1.8149238908048617	-0.8528638095237042	1.1534140372977044	2.3939575047610617	1.6602928322022723	0.0	0.0	-383.8717543095226	15.284966428280544	-53.26048800476168	2.6720847940009187	381.4298445333327	13.309891077584215	0.0	0.0	-78.77864205238002	3.8995806343024735	l15	LDHA27	4.5999999999999995e-08	-10.0058	0.1	-2	39	Bridging
-21.068410919046247	6.5539488361799965	-0.8016153190477304	0.6863448944087966	0.4469195714282428	2.153610535494518	-0.014882009523709884	1.210076198101248	0.3225043047616403	1.7139746461740064	0.0	0.0	-214.25013720952046	15.397623298588845	-48.696655904761975	2.625412264304342	211.60404203333297	14.005697806865303	0.0	0.0	-72.45823545238345	3.9118344145248916	l16	LDHA28	3.2e-06	-7.49333	0.1	-1	33	Bridging
-2.4730599190472726	5.5805378483343056	1.7696582809521253	0.6976275147991896	-0.8637696285711556	1.9531992899518675	-0.4481628095237991	1.2491980900593085	1.1987580047613022	1.9447790420856756	0.0	0.0	-401.9203637095262	16.79850178123457	-47.7690077047618	2.482413666379669	370.8145837333333	14.45214295929486	0.0	0.0	-79.691363752381	4.044618831320477	l17	LDHA29	6.900000000000001e-08	-9.76566	0.1	-2	35	Bridging
1.608048180953347	6.376497234028037	1.8996933809523284	0.6661241642833247	1.349050171428459	1.8602740190743012	0.7887005904760169	1.1866691872927944	0.15160630476127324	1.9204960122611003	0.0	0.0	-410.0522528095237	16.183158766587574	-49.561455504762144	2.425112834211025	382.55755003333365	12.868454190877616	0.0	0.0	-71.25905965238078	4.2990140627714135	l18	LDHA30	1.2e-06	-8.07422	0.1	-2	35	Bridging
-3.701755719047583	5.428384503915603	1.0582736809521158	0.7015596346772272	-2.5816455285717623	2.004075007504152	1.1040430904762388	1.2444360844615474	0.4302798047614402	1.7003446473585988	0.0	0.0	-406.05832550952704	16.31423905408181	-53.4459427047621	2.619739420434486	379.8332080333333	14.112284572749992	0.0	0.0	-83.36186485238011	4.106817632978851	l19	LDHA31	6e-08	-9.84844	0.1	-2	38	Bridging
-3.2148128190466423	6.067574584207595	1.4398696809522882	0.6908399090411093	-0.9240391285714864	2.0270494679118096	-0.4429683095238399	1.209564721875697	-1.1583857952387469	1.816152204942522	0.0	0.0	-408.6412022095234	14.898284482575727	-52.326843504761904	2.508059320643459	383.6086415333336	12.822758008117738	0.0	0.0	-81.65974055238058	3.3879020786533465	l20	LDHA32	1.8e-07	-9.19778	0.1	-2	38	Bridging
4.693433393450392	5.282609239218304	1.4588454017854993	0.7049237741531111	-1.4316683785712743	1.889505694232008	0.0618575029763111	1.138029583078798	1.6717458172612356	1.840846912935166	0.0	0.0	-432.1028245970262	14.33284200397661	-48.824133271429005	2.674247509223561	395.7204716999997	12.069551082435213	0.0	0.0	-78.75227243154887	4.2032777702333375	l21	LDHA33	9.300000000000001e-08	-9.58888	0.1	-2	35	Bridging
2.155371780952862	5.531291550169551	1.7786745809520068	0.7794697235240792	-0.5041061285714221	2.096478539135957	-0.17253850952374886	1.1738224455793782	1.4706546047611653	1.8086029450090395	0.0	0.0	-409.16938280952746	14.485251714370355	-51.62855010476185	2.6275316700638167	372.14224443333313	13.213813386416076	0.0	0.0	-83.92763215238239	3.648942017223592	l22	LDHA34	8e-09	-11.0418	0.1	-2	38	Bridging
