ligname	1-4_eel_avg	1-4_eel_se	1-4_vdw_avg	1-4_vdw_se	angle_avg	angle_se	bond_avg	bond_se	dihed_avg	dihed_se	ecavity_avg	ecavity_se	edisper_avg	edisper_se	eel_avg	eel_se	epb_avg	epb_se	vdwaals_avg	vdwaals_se	pb_tot_avg	pb_tot_se	jan-id	Kd-exp	expt-dg	expt-err	q	N	site
l11	-11.791624064619784	6.006355093290101	-0.011747497155966841	0.6393917631159952	-4.301871640568063	1.7190190639278964	-1.6815021705940172	1.1119202356031987	1.4917705451380774	1.7353177962738788	-3.5212329380420013	0.2260830323118122	0.0	0.0	-21.04525343392708	21.493089063484415	37.45908229375	18.401852089402908	-34.10894737246175	2.4475518678812755	-37.556408834871995	4.318541429072826	LDHA23	3.5e-05	-6.07655	0.1	-2	22	Adenine
l12	-7.8692583883069025	6.010266445050539	0.7799402951480239	0.5950471167500597	-5.594361901212134	1.6599814719807338	-1.2461253290161545	0.9693209369874342	-0.23462637740026665	1.6587081268593034	-3.3969621328180004	0.22014792132403302	0.0	0.0	-3.428766398663897	20.502313609120765	23.566839495987907	17.33766608412268	-34.935471363489945	2.4799402514577658	-32.175576979315764	4.711983188526116	LDHA24	0.00016	-5.17644	0.1	-2	21	Adenine
l13	2.8565129219737453	5.93671926469619	2.3299444741119903	0.6238674415695803	-3.4889188973020766	1.6325366278803473	1.0788397446618487	1.2119866852239265	1.9398254219921305	1.7659567645317857	-2.160416463462	0.2250237808052157	0.0	0.0	-340.0764355833541	20.164009769256122	305.68777348113963	16.761679179261368	-15.882971440628033	2.629360648380296	-47.734782997346066	4.076010805477563	LDHA25	0.0011	-4.03465	0.1	-2	16	Substrate
l14	-14.909373954231965	5.043540683093326	2.7169627901100486	0.5819917148017285	-5.657361355382126	1.6841495022975368	-1.8342971556661107	1.0571681947042493	3.6199652506179816	1.8571940675203091	-4.919208755032001	0.22171124068903075	0.0	0.0	-385.1931388654718	20.068373468217448	370.45931590777184	17.39562837070292	-45.43751589977989	2.3641707972524544	-81.05058473723395	4.716937849751235	LDHA26	1.3e-07	-9.39052	0.1	-2	36	Bridging
l15	-23.652290091819925	5.465240512672152	1.6621973606821074	0.6317635132264127	-6.245650005486102	1.5270022651200126	-1.6624590269860762	1.0332993986662842	4.290303606965779	1.58519211603614	-5.133487316111999	0.23112130591173294	0.0	0.0	-363.2608646400727	19.205739953268107	362.33614629655364	16.66977459688886	-49.39785563154398	2.5689324954827257	-81.04027721562589	4.288332025019575	LDHA27	4.5999999999999995e-08	-10.0058	0.1	-2	39	Bridging
l16	-21.410438595710076	6.2421092368831514	0.7676656042520459	0.5973131828428632	-4.455667986978159	1.9145074188079407	-0.8213083067120971	1.101585783637209	2.222566143471887	1.6258341216052647	-4.789832024180009	0.2064602429278776	0.0	0.0	-193.60107295578342	19.36120900595665	191.393383269622	17.231370419929117	-44.85213206730584	2.510909497685648	-75.52671889192618	4.34826790314695	LDHA28	3.2e-06	-7.49333	0.1	-1	33	Bridging
l17	-2.80751103603006	5.184817471827931	3.335812522722077	0.6126339409199985	-5.768972993182037	1.7010757148244091	-1.262379707280168	1.1413916998112772	3.0979119943661626	1.8863127605589092	-4.627695405248004	0.2272448309986477	0.0	0.0	-381.4724229467336	20.38642418889219	351.59726854496	17.529501386219607	-43.88817049416789	2.369647904841289	-81.66519108138618	4.578275704379494	LDHA29	6.900000000000001e-08	-9.76566	0.1	-2	35	Bridging
l18	1.3544005531958114	6.0085235695154715	3.4721829817520318	0.5773671325688353	-3.54765857577006	1.6114188929896331	-0.02143472512619361	1.0651422411270817	2.04686833488812	1.854299373883388	-5.107251624748009	0.21731221187556746	0.0	0.0	-389.41531272786085	19.892343053522183	359.67093891249164	16.36690374947784	-45.69809464776803	2.3270562085909865	-77.27545104253397	4.913889691172052	LDHA30	1.2e-06	-8.07422	0.1	-2	35	Bridging
l19	-4.0605652314304175	5.035628171615338	2.630159997533987	0.6231222820904353	-7.495966835286072	1.7653895050770267	0.2905083875138996	1.1377212699664858	2.3249930894079056	1.6317111338767831	-5.2146379982	0.2071461909432249	0.0	0.0	-385.31494240031634	20.150496352565177	360.3965196678858	17.024856413088	-49.575213499311936	2.5152947567108117	-85.9130950388382	4.465236473136759	LDHA31	6e-08	-9.84844	0.1	-2	38	Bridging
l20	-3.5676612241725945	5.710293172016004	3.0093186423380387	0.6020007360978962	-5.8427104816282025	1.7740558989495292	-1.250733295022113	1.0943805802361837	0.7380158552979352	1.7427147000739875	-5.3900993150980065	0.21665986817229266	0.0	0.0	-388.0084018596568	18.888234435482328	360.6913964748496	16.19648113225843	-48.46578545954771	2.3958329705103227	-88.05363361008844	3.88975040021318	LDHA32	1.8e-07	-9.19778	0.1	-2	38	Bridging
l21	4.3697228051632795	4.912707186691156	3.0273063246900014	0.6177239273242141	-6.348791446746027	1.6174556144720331	-0.7496978374920751	1.0225284831887234	3.5533861168779333	1.7623753882527782	-4.838219507484002	0.2219042334642399	0.0	0.0	-411.46422295143327	18.412826987348364	369.69189356431775	15.483636182531646	-44.950037539715964	2.5792791335470917	-87.71494827853228	4.8976497241311066	LDHA33	9.300000000000001e-08	-9.58888	0.1	-2	35	Bridging
l22	1.804829391032193	5.0912111676507035	3.3476520373320566	0.7057857081360509	-5.4219114849899945	1.8505874805310585	-0.9935171852460848	1.0527497366320924	3.3768588831300486	1.743017827313905	-5.059162988916	0.2326073403273117	0.0	0.0	-388.4358698402873	18.53659733933382	351.14648306702384	16.75372710254447	-47.735316184897925	2.531653004292206	-87.95948796343771	3.90086139941607	LDHA34	8e-09	-11.0418	0.1	-2	38	Bridging
